5040	0.331249	0.342332	0.346791	0.348453	0.349391	0.350141	0.350387	0.350826	0.351039	0.351203	0.351002	0.351133	0.351208	0.351257	0.35132	0.35138	0.351279	0.351307	0.351211	0.351172	0.351181	0.350988	0.351021	0.350873	0.350878	0.350859	0.350776	0.350603	0.350582	0.350603	0.350465	0.350562	0.350398	0.350466	0.350343	0.350422	0.350281	0.350275	0.350334	0.350255	0.350254	0.35015	0.350076	0.349985	0.350188	0.350059	0.349869	0.350138	0.350084	0.350052	0.350045	0.350052	0.349975	0.3499	0.349874	0.349883	0.350007	0.349885	0.349809	0.349955	0.349841	0.349894	0.349891	0.349776	0.34986	0.3498	0.349768	0.349758	0.349767	0.349795	0.349737	0.34966	0.349783	0.349692	0.34972	0.349661	0.349674	0.34971	0.349663	0.349648	0.349666	0.349669	0.349609	0.349619	0.349581	0.349622	0.349574	0.349588	0.349561	0.349528	0.349555	0.349554	0.349557	0.349551	0.349542	0.349556	0.349531	0.349511	0.349491	0.349504	0.349521	0.349472		 EOL
10440	0.318598	0.344171	0.347466	0.349204	0.34989	0.350426	0.350947	0.3511	0.351063	0.351304	0.35129	0.351108	0.351196	0.351086	0.351305	0.351096	0.350881	0.350829	0.350827	0.350581	0.350677	0.350587	0.350357	0.350403	0.350319	0.350015	0.350257	0.350166	0.350206	0.350291	0.350257	0.350157	0.350152	0.350141	0.350124	0.350071	0.350007	0.35008	0.349936	0.34999	0.350086	0.349978	0.349978	0.349967	0.349893	0.35006	0.35001	0.349989	0.34996	0.349964	0.349985	0.349946	0.349926	0.349903	0.349878	0.34991	0.349788	0.349823	0.349873	0.349871	0.349786	0.34981	0.349796	0.349825	0.349765	0.349779	0.349788	0.34966	0.349676	0.349678	0.349748	0.349747	0.349736	0.349687	0.349723	0.349719	0.349697	0.34967	0.349663	0.349698	0.349678	0.349651	0.349604	0.349635	0.34965	0.349616	0.349622	0.349613	0.349564	0.349586	0.349595	0.349552	0.349572	0.349547	0.349538	0.349566	0.349462	0.349575	0.349541	0.349537	0.349526	0.349536		 EOL
15984	0.319404	0.344932	0.348505	0.349645	0.350427	0.350998	0.351283	0.351426	0.351616	0.351693	0.351732	0.351679	0.351848	0.352016	0.351826	0.351795	0.351823	0.351792	0.351543	0.351448	0.351443	0.351265	0.351381	0.351154	0.351002	0.35081	0.350787	0.350641	0.350394	0.350553	0.35044	0.350275	0.350265	0.350225	0.350286	0.350166	0.350124	0.350083	0.350072	0.350011	0.350027	0.350066	0.35009	0.349977	0.349925	0.349975	0.349989	0.349914	0.349962	0.349953	0.349916	0.349896	0.349892	0.34992	0.34975	0.349836	0.349918	0.349843	0.349816	0.349818	0.34986	0.349836	0.349735	0.349821	0.349749	0.349753	0.349784	0.349723	0.349743	0.349752	0.349731	0.349676	0.349746	0.34973	0.349684	0.349668	0.349649	0.349648	0.349669	0.34968	0.349646	0.349581	0.349592	0.349627	0.349655	0.349627	0.349534	0.349578	0.349603	0.349598	0.349567	0.349579	0.34957	0.34955	0.349561	0.349545	0.349551	0.349509	0.349521	0.349509	0.349503	0.349526		 EOL
21672	0.321304	0.347393	0.350489	0.351244	0.351931	0.352047	0.351889	0.352053	0.351968	0.352146	0.352077	0.35219	0.352207	0.352089	0.352081	0.351998	0.351934	0.351902	0.35182	0.351848	0.351846	0.351667	0.351477	0.351306	0.351411	0.3514	0.35098	0.351277	0.351286	0.351151	0.350995	0.350856	0.350839	0.350907	0.350685	0.350633	0.350699	0.350462	0.350475	0.350284	0.350183	0.3501	0.350163	0.349972	0.349986	0.349879	0.349819	0.349718	0.349737	0.349668	0.349658	0.349641	0.349585	0.349563	0.349526	0.349533	0.349482	0.349456	0.349444	0.349466	0.349459	0.349365	0.34944	0.349403	0.349385	0.349346	0.349421	0.349348	0.349333	0.349343	0.349392	0.34932	0.34932	0.349356	0.34933	0.34933	0.349325	0.349286	0.349303	0.349327	0.349307	0.349305	0.349347	0.349321	0.349291	0.349324	0.349317	0.349301	0.349291	0.34929	0.349313	0.34934	0.349304	0.349301	0.34929	0.349335	0.349304	0.349305	0.349312	0.349302	0.349299	0.349282		 EOL
27072	0.33066	0.350172	0.351212	0.35154	0.351544	0.351702	0.35192	0.351829	0.351852	0.352007	0.351939	0.351937	0.352066	0.351753	0.351843	0.35194	0.351635	0.351899	0.351757	0.35164	0.351333	0.351284	0.351378	0.351203	0.351141	0.350988	0.350878	0.350703	0.350589	0.350565	0.350256	0.350353	0.350083	0.350114	0.350094	0.349943	0.349826	0.349832	0.349731	0.349676	0.349628	0.349592	0.349564	0.34951	0.349414	0.349542	0.349419	0.349448	0.349357	0.349417	0.34938	0.349283	0.349393	0.349363	0.349363	0.349316	0.349294	0.349318	0.349321	0.349266	0.349306	0.349281	0.34929	0.349249	0.349274	0.349265	0.349218	0.349257	0.349291	0.349275	0.349276	0.349248	0.349274	0.349313	0.349305	0.34927	0.349246	0.349166	0.349253	0.349258	0.34926	0.349263	0.349269	0.349271	0.34927	0.349267	0.349251	0.349271	0.349278	0.349269	0.349268	0.349272	0.349262	0.349275	0.349267	0.349273	0.349232	0.349281	0.349275	0.349294	0.349305	0.349281		 EOL
33072	0.331537	0.350084	0.351101	0.351314	0.351508	0.351567	0.351633	0.351583	0.351716	0.351734	0.35169	0.351429	0.351393	0.351501	0.351237	0.351207	0.351194	0.351079	0.350952	0.35073	0.350617	0.350467	0.350427	0.350327	0.350172	0.350115	0.350043	0.349984	0.349847	0.349814	0.349688	0.349599	0.349605	0.349633	0.349588	0.349502	0.349501	0.349435	0.34937	0.349407	0.349485	0.34941	0.34937	0.34936	0.349276	0.349367	0.349287	0.349375	0.349349	0.349317	0.349287	0.349308	0.349258	0.349246	0.349284	0.349289	0.349281	0.349284	0.349281	0.349199	0.349253	0.349257	0.349256	0.349235	0.349234	0.349262	0.349268	0.349262	0.349246	0.349238	0.349262	0.349268	0.349254	0.349269	0.349215	0.349252	0.349214	0.349262	0.34927	0.349259	0.349257	0.349256	0.349242	0.349255	0.349273	0.349257	0.34925	0.34926	0.349237	0.349262	0.349277	0.349258	0.349268	0.349248	0.349279	0.349281	0.349257	0.349282	0.349267	0.349273	0.349258	0.349265		 EOL
38304	0.330311	0.350562	0.350844	0.351466	0.351516	0.351587	0.351881	0.351589	0.351966	0.351554	0.351762	0.351565	0.35158	0.351155	0.351348	0.351128	0.351003	0.350887	0.35071	0.350532	0.350308	0.350342	0.350012	0.350047	0.34988	0.349874	0.349785	0.349747	0.34967	0.349573	0.349539	0.349525	0.349511	0.349502	0.34941	0.349303	0.349407	0.349396	0.34936	0.349381	0.349311	0.349282	0.349269	0.349289	0.349265	0.349275	0.349256	0.349311	0.349231	0.34927	0.349246	0.349254	0.349231	0.349227	0.349265	0.349219	0.349221	0.349244	0.349221	0.349221	0.349224	0.34923	0.349222	0.349222	0.349216	0.349226	0.349219	0.349253	0.349232	0.349258	0.349238	0.349243	0.349253	0.349242	0.349245	0.349242	0.349245	0.349234	0.349225	0.34924	0.349238	0.349251	0.349235	0.349245	0.349245	0.349262	0.349232	0.34925	0.349262	0.349247	0.349243	0.349253	0.349254	0.349268	0.349255	0.349255	0.349265	0.349237	0.34927	0.349265	0.34926	0.349272		 EOL
43920	0.33009	0.350535	0.350962	0.351309	0.351449	0.351511	0.35146	0.351387	0.351714	0.351632	0.35115	0.351437	0.351362	0.351104	0.351111	0.350975	0.350695	0.350676	0.350412	0.350356	0.350214	0.350128	0.349967	0.349917	0.349778	0.349748	0.34973	0.3496	0.349555	0.349518	0.349497	0.349428	0.349433	0.349379	0.349319	0.349448	0.349336	0.34933	0.349302	0.34931	0.349289	0.349318	0.349232	0.349307	0.349256	0.349303	0.34925	0.349242	0.349226	0.349261	0.349273	0.349238	0.349231	0.349262	0.349248	0.34923	0.349232	0.349238	0.349249	0.349208	0.349236	0.349217	0.349235	0.349215	0.349234	0.349236	0.349213	0.349228	0.349216	0.349238	0.349234	0.349226	0.349237	0.349227	0.349252	0.349209	0.34925	0.349259	0.349232	0.349259	0.349238	0.349243	0.349247	0.349232	0.349266	0.349254	0.349245	0.349242	0.349251	0.349254	0.349269	0.349259	0.349237	0.349264	0.349278	0.349258	0.349249	0.349258	0.349269	0.349253	0.349261	0.349262		 EOL
49920	0.333476	0.349732	0.350482	0.351108	0.351007	0.351372	0.351409	0.351331	0.351462	0.351254	0.351242	0.350946	0.351033	0.350913	0.350719	0.350618	0.350569	0.35029	0.350218	0.350109	0.349859	0.349885	0.349842	0.349774	0.349422	0.349734	0.349663	0.349564	0.34947	0.3495	0.349371	0.349318	0.349434	0.349378	0.349363	0.349346	0.349276	0.349296	0.349339	0.349236	0.349298	0.349258	0.349275	0.349277	0.349201	0.34929	0.349247	0.349245	0.349265	0.349265	0.34924	0.349258	0.349237	0.349227	0.349225	0.349247	0.349228	0.349182	0.349241	0.34924	0.349241	0.349223	0.349233	0.349212	0.349221	0.349237	0.349235	0.349207	0.349224	0.349218	0.349253	0.349244	0.349248	0.349236	0.349241	0.349241	0.349233	0.349232	0.349257	0.349259	0.349255	0.349245	0.349253	0.349257	0.349244	0.349268	0.349247	0.349253	0.349264	0.349259	0.349265	0.349266	0.349261	0.349282	0.349261	0.349263	0.34928	0.349254	0.349261	0.349272	0.349259	0.349258		 EOL
56304	0.335915	0.35027	0.350878	0.350905	0.35116	0.351158	0.351409	0.351231	0.351169	0.351191	0.350983	0.350983	0.350931	0.350753	0.350617	0.350519	0.350275	0.350288	0.350173	0.35005	0.350039	0.34978	0.349816	0.349701	0.349571	0.349624	0.349546	0.349407	0.349486	0.349446	0.349439	0.34939	0.349338	0.34933	0.349351	0.349319	0.34933	0.349322	0.349318	0.349324	0.349247	0.349253	0.349254	0.349258	0.349245	0.349265	0.349202	0.349207	0.349245	0.349233	0.349233	0.349233	0.349209	0.349208	0.349218	0.349228	0.349232	0.349215	0.349231	0.349233	0.349238	0.349209	0.349223	0.349228	0.349211	0.34924	0.349214	0.349228	0.349213	0.349243	0.349231	0.349251	0.349243	0.349246	0.349225	0.349247	0.349249	0.349253	0.349241	0.349237	0.349257	0.349247	0.349232	0.349237	0.349239	0.349251	0.349244	0.349253	0.349252	0.349264	0.349256	0.349252	0.349266	0.349262	0.349265	0.349253	0.34926	0.349258	0.349271	0.349274	0.349255	0.349261		 EOL
